source,desc
Hacker News,"Discover | Senior Software Engineer | Chicago | FULL-TIME ONSITE  | discoverfinancial.com<p>Discover is a financial services company.  In the United States, you probably have seen&#x2F;heard our commercials &quot;we treat you like you treat you&quot;.  We&#x27;re known for the credit card, but also offer banking products.<p>We&#x27;re building the future of how we&#x27;re going to interact with our customers on the web and mobile.  One of the benefits of Discover is that we don&#x27;t have to worry about branch banking.<p><a href=""http:&#x2F;&#x2F;www.mydiscovercareer.com&#x2F;job&#x2F;8222674&#x2F;senior-software-engineer-downtown-chicago-office-chicago-il&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;www.mydiscovercareer.com&#x2F;job&#x2F;8222674&#x2F;senior-software-...</a><p>No recruiters please.  At this time Discover is not sponsoring any candidates."
Hacker News,"iVendi Limited | Senior &amp; Mid-Level C# Developers | Full Time | Manchester, UK | Onsite | £30k - £55k+<p>Who: iVendi develops e-commerce solutions that make vehicle selling easier for dealers, vehicle buying easier for consumers and vehicle finance easier for all.<p>What: We are looking for talented C# developers to join our rapidly expanding team. Both mid-level, senior and principle positions are available. Our core micro services are written in .net core and hosted in k8&#x27;s on the cloud and on-prem, we embrace open source frameworks and packages such as nginx, nancyfx, geteventstore and reactjs. Whilst you will have good knowledge of the .net framework and C#, you will also embrace the value of looking outside the gates. A passion for cutting edge technology is essential.<p>Key Skills: C#, Design, EventSourcing, CQRS, Messaging, NoSQL Databases<p>Where: Manchester, UK. We have just moved to a brand new, purpose-built high spec office in Salford Quays. This location is easily accessible by foot, car and tram.<p>Why: We are constantly developing new products for the motor finance industry as well as improving our existing ones. We are also moving into the German market which has meant that our current products are being modified for the differences the German market brings.<p>When: We are looking for developers to join the team as soon as possible. We have multiple positions available.<p>Benefits: We have an excellent benefits package including flexible working, 25 days annual leave plus bank holidays, up to 5% matched company pension scheme, market leading private healthcare, relaxed dress code and free parking and refreshments. Not only this we also fly the entire team abroad for our winter conference each year. For the last three years we have been to Lisbon, Barcelona &amp; Madrid.<p>More information: <a href=""https:&#x2F;&#x2F;ivendi.com&#x2F;recruitment"" rel=""nofollow"">https:&#x2F;&#x2F;ivendi.com&#x2F;recruitment</a><p>Application: Please send your CV and covering letter to hr@ivendi.com"
Hacker News,"Checkr (YC S14) | San Francisco, CA | ONSITE | Senior Software Engineers<p>For the unfamiliar, Checkr&#x27;s a four year old company, redefining the way background checks are run today and how they influence the job market of the future. From the YC S14 class to raising a $100 million Series C last month to the profitable, fast-growing company we are today, it&#x27;s been quite the ride.<p>A little about our stack: Ruby&#x2F;Sinatra&#x2F;Rails, MySQL and Mongo, RabbitMQ and Kafka for queueing, React and Angular frontends, growing Golang and Python microservices, Kubernetes and Docker for deploying, Presto for our data warehouse, moving to gRPC for service communication.<p>We are looking for: - Engineers: Backend, Frontend, Fullstack, DevOps, Data&#x2F;ML, BI, Security - Product: Designers, PMs, Program Managers<p>Backend&#x2F;Fullstack - <a href=""https:&#x2F;&#x2F;grnh.se&#x2F;sw604uyn1"" rel=""nofollow"">https:&#x2F;&#x2F;grnh.se&#x2F;sw604uyn1</a><p>Frontend - <a href=""https:&#x2F;&#x2F;grnh.se&#x2F;gcb4q2vl1"" rel=""nofollow"">https:&#x2F;&#x2F;grnh.se&#x2F;gcb4q2vl1</a><p>Sr PM - <a href=""https:&#x2F;&#x2F;grnh.se&#x2F;f97c45151"" rel=""nofollow"">https:&#x2F;&#x2F;grnh.se&#x2F;f97c45151</a><p>If you have questions feel free to reach out to me at sean.mccann@checkr.com"
Hacker News,"Relayr | Berlin&#x2F;Munich| ONSITE | Full time |<a href=""https:&#x2F;&#x2F;relayr.io&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.io&#x2F;</a><p>We enable The Internet of Things. Relayr is a well-funded and rapidly expanding start-up. We have an extremely international and very friendly team of 200 IoT experts in 8 cities across 4 countries on 2 continents!<p>Our IoT platform development is driven by our engineers and built using recent technologies. We value good working relationships and engineers who stand up for their ideas. Using our tools both internal and external integrators are able to create valuable customer solutions.<p>We are currently looking for developers to join our teams either in Berlin or Munich. Your outstanding passion for all things tech, combined with your desire to solve our customer’s biggest challenges with innovative solutions could make this the perfect job for you!<p>We&#x27;d love to hear from you! Take a look at our job postings and see what&#x27;s right for you.<p>Open Positions:<p>NodeJS Developer (m&#x2F;f) - Berlin <a href=""https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=39"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=39</a><p>QA Engineer (m&#x2F;f) – Berlin <a href=""https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=37"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=37</a><p>Embedded Developer (m&#x2F;f) - Berlin <a href=""https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=82"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=82</a><p>Frontend JavaScript Engineer (m&#x2F;f) - Berlin <a href=""https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=74"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=74</a><p>UI&#x2F;UX Designer (m&#x2F;f) – Berlin <a href=""https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=19"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=19</a><p>Backend Engineer (m&#x2F;f) Python&#x2F;Java – Munich <a href=""https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=103"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=103</a><p>Big Data Engineer (m&#x2F;f) – Munich <a href=""https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=81"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.bamboohr.co.uk&#x2F;jobs&#x2F;view.php?id=81</a><p>Check out our career page for other open positions at <a href=""https:&#x2F;&#x2F;relayr.io&#x2F;jobs&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;relayr.io&#x2F;jobs&#x2F;</a><p>Any questions? Don’t hesitate to get in touch! julia.rovnik@relayr.io"
Hacker News,"Cyient | FULL TIME | ONSITE (remote for the right candidate) | Melbourne, FL; Bangalore, India; or Hyderabad, India | <a href=""http:&#x2F;&#x2F;certsafe.com&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;certsafe.com&#x2F;</a><p>CertSAFE is a software suite developed by Cyient for the design, development, simulation, verification, and validation of safety-critical systems. CertSAFE features a graphical development environment for a visual modeling language based on dataflow&#x2F;circuit diagram notation, a simulation engine and interactive testing interface, an automatic test generator based on Satisfiability Modulo Theories (SMT) solving, and more.<p>As a member of the CertSAFE team, you will get to apply your software engineering and computer science knowledge in diverse areas, including programming language theory, graph theory, user interface design, concurrent and parallel software design, and software test automation. You will get to interact on a day-to-day basis with real-world users and customers working on safety-critical applications in aerospace, defense, transportation, medical devices, and other fields.<p>CertSAFE is developed by a small team with a Lean Kanban development process. We use a variety of technologies including Java, Maven, Jenkins, Python, and AWS, and also especially appreciate experience with functional languages such as Haskell, F#, OCaml, Lisp, etc.<p>Positions available include Software Engineer, Software Quality Assurance Engineer, Application Engineer, and DevOps Engineer. Visit <a href=""http:&#x2F;&#x2F;certsafe.com&#x2F;careers&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;certsafe.com&#x2F;careers&#x2F;</a> for full position descriptions.<p>If you plan on working outside of Melbourne, FL, these roles require travel to Melbourne, FL for 90-180 days to undergo necessary training. Visa assistance is available.<p>Interested? Email your resume to careers@certsafe.com."
Hacker News,"Haplo | London | ONSITE | Graduate Software Engineer<p>Are you graduating this summer? Haplo will help you get the best possible start to your career as a software developer.<p><a href=""https:&#x2F;&#x2F;haplo-services.com&#x2F;jobs&#x2F;new-graduates"" rel=""nofollow"">https:&#x2F;&#x2F;haplo-services.com&#x2F;jobs&#x2F;new-graduates</a><p>Every year, new graduates join our team, and they ship working features to our clients within their first two weeks. We support their growth in a direction which suits them, whether that&#x27;s a focus on writing code, taking a client-facing role, or developing a particular specialism.<p>We can do this because we&#x27;ve really thought about how to build a team, and a way of developing software, that can enable someone at the beginning of their career to realise their potential as quickly as they can.<p>Joining us will give you a wide range of experience across the full software development lifecycle, and you&#x27;ll make an important contribution to your team.<p>You&#x27;ll be building hosted products used by universities to manage their research:<p>* PhD Manager is our market leading system to manage PhD programmes, helping everyone work together and PhD researchers to complete their doctorate.<p>* Ethics Monitor enables universities to ensure that all research is safe and ethical.<p>* Haplo Research Manager brings together the full lifecycle of research, from the start of the project to the publication of results.<p>Our products are written on top of our open source platform, designed for building applications which manage large amounts of semi-structured data with a polished user experience.<p>While ideal, a computer science degree isn&#x27;t essential, as long as you&#x27;ve written software as part of your degree or outside your studies. You&#x27;ll mainly be working in server-side JavaScript, but don&#x27;t need to have used this before.<p>Haplo is an equal opportunities employer, and our inclusive team welcomes colleagues from all backgrounds: <a href=""https:&#x2F;&#x2F;haplo-services.com&#x2F;about&#x2F;who"" rel=""nofollow"">https:&#x2F;&#x2F;haplo-services.com&#x2F;about&#x2F;who</a><p>You must have a right to work in the UK."
Hacker News,"EarBuds Music | Android Developer | FULL-TIME | Austin, TX | ONSITE | $100K+ (USD), 0.25-0.50% equity<p>EarBuds is a social music startup looking to round out our fierce little development team with a self-directed Android developer.  You’ll get to own the Android app from scratch.  Our iOS app will be your initial template, but there’s still plenty of room to help guide the product’s features and functionality.<p>Responsibilities:
Own the implementation, release, and maintenance of our native Android app
Work with our design team to create a slick but uniform cross-platform experience<p>This position is on-site in downtown Austin.<p>Apply here: <a href=""https:&#x2F;&#x2F;angel.co&#x2F;earbuds-2&#x2F;jobs&#x2F;372776-lead-android-developer"" rel=""nofollow"">https:&#x2F;&#x2F;angel.co&#x2F;earbuds-2&#x2F;jobs&#x2F;372776-lead-android-develope...</a>"
Hacker News,"Zmarta Group | Stockholm&#x2F;Ängelholm, Sweden | Full-time ONSITE | Frontend and backend developers<p>Zmarta Group is a fintech company offering a range of services within consumer finance, with a focus on personal loan, insurance and electricity brokerage. Our aim is to empower our customers to make smarter decisions with their money. We&#x27;re on a growth journey and now looking for awesome people to join our tech team.<p>Stack: Node.js, Vue.js, PHP, Docker, Ansible, GitLab, AWS<p>- Backend developer - Ängelholm (job ad in Swedish) <a href=""https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=1629&amp;ProjectId=143577&amp;DepartmentId=18961&amp;MediaId=5"" rel=""nofollow"">https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=16...</a>
- Frontend developer - Ängelholm (job ad in Swedish) <a href=""https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=1629&amp;ProjectId=143578&amp;DepartmentId=18961&amp;MediaId=5"" rel=""nofollow"">https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=16...</a><p>- Backend developer - Stockholm <a href=""https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=1629&amp;ProjectId=143581&amp;DepartmentId=18971&amp;MediaId=5"" rel=""nofollow"">https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=16...</a>
- Frontend developer - Stockholm <a href=""https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=1629&amp;ProjectId=143582&amp;DepartmentId=18971&amp;MediaId=5"" rel=""nofollow"">https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=16...</a>
- Tech Lead &#x2F; Full stack developer - Stockholm <a href=""https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=1629&amp;ProjectId=143584&amp;DepartmentId=18971&amp;MediaId=5"" rel=""nofollow"">https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=16...</a>
- Product&#x2F;UI-designer - Stockholm <a href=""https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=1629&amp;ProjectId=143589&amp;DepartmentId=18956&amp;MediaId=5"" rel=""nofollow"">https:&#x2F;&#x2F;candidate.hr-manager.net&#x2F;ApplicationInit.aspx?cid=16...</a>"
Hacker News,"QBE | Data Scientists | London, UK | Full-time, ONSITE
DETAILS: 
We&#x27;re one of the world&#x27;s largest insurers, managing $3bn of policies in Europe alone, covering a large number of domains. In Europe, we focus on commercial insurance, where we use a broad set of machine learning tools, natural language processing, and data visualisation to solve business problems. Data is critical to our decision making process, where it influences pricing, risk assessment, fraud, claims, customer acquisition and others. We are on a journey to be the most progressive user of data science within the insurance industry.<p>You will be working with a diverse team (12 and growing) using the latest technologies, while working closely with experts with a vast knowledge in each specific domain, and strong corporate sponsorship. The Data Science team has a largely flat structure, and you will have the freedom to solve problems as you see fit, to really make a mark within the company.<p>Stack-wise, we currently use the PyData stack (pandas, sklearn, statsmodels, etc), Kubernetes, Terraform, Gitlab (and Gitlab CI), Bitbucket, Superset (and some Tableau still). The data science team is also planning to use Airflow and migrate entirely from Azure to Google Cloud.<p>What we offer<p>* competitive compensation and benefits<p>* HQ at the heart of the financial industry, working alongside industry experts<p>* a diverse set of problems, our products span across several domains<p>* flexible working<p>* hot desking, all desks adjust to standing<p>* VISA sponsorship<p>RATE:  Attractive Package including Health Insurance, Bonus, Pension, Flexible Working
CONTACT: ds.jobs@uk.qbe.com (please mention Hacker News when you get in touch)"
Hacker News,"Source (<a href=""https:&#x2F;&#x2F;www.sourceapp.io"" rel=""nofollow"">https:&#x2F;&#x2F;www.sourceapp.io</a>) | Full Stack Developer | FULL-TIME | Toronto &#x2F; New York | ONSITE | 60-80K + equity<p>Help us bring our fileless platform to the 1 billion information workers who use a productivity suite like Office or Google Docs. It&#x27;s 2018 and you are still stuck with files? It&#x27;s 2018 and you are still copying and pasting information? With Source we help teams save time, be more accurate and get way more done. Think GitHub for non-technical workers.<p>Full Stack Dev - join our small team and contribute across the whole stack (Angular, .Net Core, SQL). Help build the core infrastructure and deliver a great user experience.<p>Contact us at jobs@sourceapp.io and tell us why you would be a great fit!"
Hacker News,"Trippin | React Native &#x2F; Full-stack JS developer | London, UK | Onsite&#x2F;Remote.<p>Product: Travel playlists. For Experiences you love. With friends you trust. Redefining the way you travel forever.<p>We recently soft launched V1 of our iOS app (android out this month). Focus is on content. Users create travel playlists and share with friends. Content is also curated by our &#x27;Frequent Fliers&#x27; - DJ’s, Designers, Artists and Athletes across the globe.<p>We have a thriving community and a influential network of ambassadors.<p>Our stack consists of a React Native app, communicating with a Node.JS backend deployed on Heroku, storing user data in an event-sourced MongoDB, and GraphQL in between.
All of our code is strongly typed using Flow.
We’ve also got a shiny React&#x2F;Next.js webapp that we’re looking to develop further.<p>We will offer a competitive salary and equity for the right candidate.<p>Who we are looking for?<p>Above all else we value open communication and good teamwork to achieve a shared vision. We are looking for proactivity in spotting problem areas and proposing ideas for improvements.<p>Someone who:<p>* Understands what our users like, and believe in our ethos of keeping things simple.<p>* Is serious about releasing early and releasing often.<p>* Loves React Native.<p>* Has been writing code over the last few years and is comfortable showing us some code during the interview.<p>* Does not shy away from open-source work and open discussions on GitHub.<p>Even better if you have (but not necessary):<p>* Contributed to Open Source projects (we’d love to see them!)<p>* Experience with iOS and&#x2F;or Android development.<p>* A degree in Computer Science or a related field.<p>==Interview==<p>Phone call &#x2F; coffee &gt;&gt; in-person interview &gt;&gt; half day onsite w team<p>==Contact==<p>Sam Blenkinsopp notjustajob@trippin.world | more info <a href=""https:&#x2F;&#x2F;news.trippin.world&#x2F;developer&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;news.trippin.world&#x2F;developer&#x2F;</a>"
Hacker News,"H1 | Full-Stack Engineer, Data Engineer, Data Scientist | New York | Full Time&#x2F;ONSITE<p>Our team is building a suite of machine learning tools to help solve problems in the life science space. This includes the classification of researchers and physicians to their scholarly research, predicting the altruistic activities of donors to non-for-profit foundations, and much more.<p>We&#x27;re growing fast in a field that is also growing fast, so we&#x27;re looking for people who want to grow fast too.  We think an environment that is supportive, collaborative, and sophisticated is the key to making this happen.<p>We&#x27;re working with technologies like Python, Scala, Spark, React, Docker, Elasticsearch, Kubernetes, and Terraform, and we&#x27;re experimenting with many more.  Our data science group is math-focused and loves deep learning, Bayesian modeling, but also good old-fashioned regression.<p>If creating foundational infrastructure in data science using the latest tools and techniques sounds appealing, we&#x27;d love to start a conversation.  Email me: jason.boorn(at)h1insights.com<p>More info here: <a href=""http:&#x2F;&#x2F;h1insights.com"" rel=""nofollow"">http:&#x2F;&#x2F;h1insights.com</a>"
Hacker News,"BMC Software | Web Optimization Testing Analyst | Bengaluru | Full-time, onsite<p><a href=""http:&#x2F;&#x2F;jobs.bmc.com&#x2F;jobs&#x2F;marketing&#x2F;ind-bangalore-ii-na-india&#x2F;staff-web-producer-india&#x2F;19597"" rel=""nofollow"">http:&#x2F;&#x2F;jobs.bmc.com&#x2F;jobs&#x2F;marketing&#x2F;ind-bangalore-ii-na-india...</a><p>BMC Software is seeking a Web Optimization Testing Analyst to manage the day to day operations and strategy of testing on BMC websites. The Web Optimization Testing Analyst is responsible for administering the web marketing testing and surveying toolset. This role involves validating test ideas, planning for tests, implementing tests within the toolset, configuring personalization, analyzing results, and communicating findings.<p>Primary Roles and Responsibilities:   
- Administer website testing and surveying tools including Adobe Target, UserExperience.com, Qualtrics, and others 
- Manage testing process with tasks such as: intake test requests, maintain prioritization list of upcoming tests, maintain library of test findings, determine development and creative needs of individual tests, work with cross-functional team members to prepare for tests, administer toolset as needed 
- Implement personalization programs as they relate to test toolset 
- Develop new test ideas and work with others to prioritize upcoming tests 
- Collaborate with project managers and contributors from teams across the organization 
- Act as project manager for tests, following up with stakeholders and generally keeping tests moving from idea to completion 
- Evaluate, document, improve, and standardize internal processes for testing and optimization"
